initial_capital,final_balance,net_profit,net_profit_pct,total_trades,winning_trades,losing_trades,win_rate,profit_factor,avg_win,avg_loss,avg_rr,max_drawdown_pct,sharpe_ratio,risk_mode
10000,74685.99,64685.99,646.86,1564,692,872,44.25,1.966,256.33,-103.46,2.48,-27.26,0.913,conservative
